Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,altitude
445004,444.976,10.16854,7.22016,6.43536,-3.1392,416.7526
445077,445.048,10.24698,7.37712,6.59232,-2.66832,416.5835
445113,445.084,10.00982,7.0632,6.43536,-2.98224,416.6787
445148,445.12,10.18306,7.37712,6.2784,-3.1392,417.326
445184,445.156,10.50812,7.691041,6.43536,-3.1392,416.5835
445257,445.228,10.14671,7.37712,6.43536,-2.66832,416.7526
445293,445.264,10.11022,7.53408,6.12144,-2.82528,416.3616
445328,445.3,10.53972,7.53408,6.59232,-3.29616,416.4356
445364,445.336,10.25058,7.53408,6.2784,-2.98224,417.0856
445401,445.372,10.02211,7.22016,6.2784,-2.98224,416.5835
445592,445.564,9.992573,7.22016,6.43536,-2.51136,416.9376
445629,445.6,10.79378,7.53408,7.0632,-3.1392,416.4356
445665,445.636,10.23374,7.37712,6.43536,-2.98224,417.5691
445701,445.672,9.560397,7.22016,5.80752,-2.3544,416.7526
445772,445.744,9.88848,7.22016,5.80752,-3.45312,416.9191
445809,445.78,10.03317,7.22016,6.43536,-2.66832,416.8451
445845,445.816,10.92987,7.848001,7.0632,-2.82528,417.0856
445880,445.852,10.16975,7.37712,6.59232,-2.3544,417.0856
445916,445.888,10.02334,7.0632,6.59232,-2.66832,417.4951
445989,445.96,10.68481,7.0632,7.37712,-3.1392,417.4
446024,445.996,10.81089,7.53408,7.22016,-2.82528,417.326
446060,446.032,10.29854,7.848001,5.96448,-2.98224,417.8069
446096,446.068,10.20602,7.53408,6.2784,-2.82528,417.5691
446168,446.14,10.06626,7.0632,6.59232,-2.82528,417.1596
446205,446.176,9.764376,7.0632,6.12144,-2.82528,416.5095
446241,446.212,9.999967,7.691041,5.80752,-2.66832,417.1596
446276,446.248,9.759328,7.37712,5.65056,-2.98224,417.1596
446312,446.284,10.11997,7.22016,6.2784,-3.29616,417.2336
446385,446.356,10.13578,7.37712,6.2784,-2.98224,416.602
446420,446.392,10.29734,7.53408,6.2784,-3.1392,417.0856
446459,446.428,10.29734,7.53408,6.2784,-3.1392,417.2336
446496,446.468,9.933225,7.22016,6.2784,-2.66832,416.6787
446569,446.54,10.03931,7.37712,6.12144,-2.98224,416.2691
446605,446.576,10.18306,7.37712,6.2784,-3.1392,416.174
446640,446.612,10.12118,7.22016,6.43536,-2.98224,416.6787
446676,446.648,10.6386,7.53408,6.74928,-3.29616,416.6787
446712,446.684,10.20602,7.53408,6.2784,-2.82528,417.1384
446785,446.756,10.60613,7.691041,6.43536,-3.45312,417.326
446820,446.792,10.36055,7.53408,6.59232,-2.66832,416.2691
446856,446.828,10.8291,7.848001,6.90624,-2.82528,417.326
446892,446.864,10.09071,7.37712,6.2784,-2.82528,417.5691
446966,446.936,10.72164,8.161921,6.12144,-3.29616,417.1596
447005,446.976,10.12727,7.0632,6.74928,-2.66832,416.5095
447040,447.012,10.23254,7.37712,6.2784,-3.29616,416.824
447077,447.048,10.02334,7.0632,6.59232,-2.66832,417.0671
447113,447.084,10.14671,7.37712,6.43536,-2.66832,416.8451
447184,447.156,10.28058,7.37712,6.43536,-3.1392,416.9191
447220,447.192,10.13578,7.37712,6.2784,-2.98224,416.8451
447257,447.228,10.04789,7.37712,6.2784,-2.66832,417.4
447293,447.264,10.18306,7.37712,6.2784,-3.1392,418.198
447364,447.336,10.1552,7.53408,6.12144,-2.98224,417.0856
447400,447.372,10.08705,7.37712,6.12144,-3.1392,416.4356
447437,447.408,10.25058,7.53408,6.2784,-2.98224,416.824
447473,447.444,10.36055,7.53408,6.59232,-2.66832,415.8622
447510,447.48,10.49287,7.37712,6.90624,-2.82528,416.8451
447584,447.556,10.28058,7.37712,6.43536,-3.1392,416.7711
447621,447.592,10.18306,7.37712,6.2784,-3.1392,416.2691
447659,447.628,10.10657,7.37712,6.43536,-2.51136,416.2691
447696,447.668,10.14671,7.37712,6.43536,-2.66832,416.9191
447768,447.74,9.982706,7.0632,6.59232,-2.51136,417.326
447805,447.776,10.33317,7.37712,6.59232,-2.98224,417.1807
447841,447.812,9.720121,7.0632,6.12144,-2.66832,416.8451
447877,447.848,10.06137,6.90624,6.74928,-2.82528,416.2691
447914,447.884,10.37956,7.37712,6.59232,-3.1392,416.602
447989,447.96,9.553953,6.90624,5.80752,-3.1392,416.602
448025,447.996,9.819727,7.0632,6.2784,-2.66832,416.3431
448060,448.032,10.18911,7.37712,6.43536,-2.82528,417.1596
448097,448.068,10.29854,7.848001,5.96448,-2.98224,416.6787
448169,448.14,10.0577,7.0632,6.43536,-3.1392,416.0286
448205,448.176,10.11997,7.22016,6.2784,-3.29616,416.6787
448240,448.212,10.03317,7.22016,6.43536,-2.66832,417.0856
448277,448.248,10.28058,7.37712,6.43536,-3.1392,416.6787
448312,448.284,10.30332,7.53408,6.43536,-2.82528,416.4356
448385,448.356,10.28058,7.37712,6.43536,-3.1392,416.602
448421,448.392,10.25058,7.53408,6.2784,-2.98224,416.9191
448457,448.428,10.25058,7.53408,6.2784,-2.98224,417.4
448492,448.464,10.15884,7.0632,6.59232,-3.1392,416.2691
448564,448.536,10.28896,7.37712,6.59232,-2.82528,417.0856
448601,448.572,10.18911,7.37712,6.43536,-2.82528,416.7711
448636,448.608,10.03931,7.37712,6.12144,-2.98224,416.9191
448672,448.644,10.434,7.37712,6.74928,-2.98224,417.0856
448708,448.68,9.67821,7.0632,6.12144,-2.51136,416.9191
448889,448.86,10.89488,7.37712,7.37712,-3.1392,417.4212
448925,448.896,10.62933,7.37712,6.90624,-3.29616,417.1067
448961,448.932,10.83251,7.37712,7.0632,-3.61008,416.3616
448996,448.968,10.28896,7.37712,6.59232,-2.82528,416.602
449068,449.04,10.18911,7.37712,6.43536,-2.82528,416.602
449105,449.076,9.976534,7.22016,6.2784,-2.82528,416.9191
449141,449.112,10.33317,7.37712,6.59232,-2.98224,417.6616
449176,449.148,10.09071,7.37712,6.2784,-2.82528,416.8451
449212,449.184,10.06749,7.53408,6.12144,-2.66832,416.8451
449285,449.256,10.41865,7.22016,6.74928,-3.29616,417.0856
449321,449.292,10.15884,7.0632,6.59232,-3.1392,416.4356
449356,449.328,10.23374,7.37712,6.43536,-2.98224,418.1451
449392,449.364,10.20602,7.53408,6.2784,-2.82528,416.9191
449465,449.436,10.12118,7.22016,6.43536,-2.98224,417.326
449503,449.472,9.950571,7.37712,6.12144,-2.66832,417.1596
449540,449.512,9.976534,7.22016,6.2784,-2.82528,417.0856
449576,449.548,10.53154,7.37712,6.59232,-3.61008,416.5095
449612,449.584,9.625885,6.90624,6.2784,-2.3544,417.6404
449685,449.656,9.94438,7.0632,6.59232,-2.3544,417.5691
449720,449.692,10.11997,7.22016,6.2784,-3.29616,417.5691
449756,449.728,10.22652,7.22016,6.2784,-3.61008,417.5691
449793,449.764,9.871025,7.37712,6.12144,-2.3544,416.8451
449865,449.836,10.23254,7.37712,6.2784,-3.29616,416.8451
449901,449.872,10.28896,7.37712,6.59232,-2.82528,416.6787
449936,449.908,10.47054,7.0632,7.0632,-3.1392,416.9191
449973,449.944,10.15399,6.90624,6.74928,-3.1392,416.6787
450009,449.98,10.51632,7.691041,6.59232,-2.82528,416.602
450080,450.052,10.27938,7.22016,6.74928,-2.82528,417.0856
450116,450.088,10.16369,7.53408,6.2784,-2.66832,416.602
450152,450.124,10.25058,7.53408,6.2784,-2.98224,416.7526
450189,450.16,10.2217,7.22016,6.59232,-2.98224,416.602
450261,450.232,10.2217,7.22016,6.59232,-2.98224,417.4
450296,450.268,10.28896,7.37712,6.59232,-2.82528,417.0856
450332,450.304,10.00982,7.0632,6.43536,-2.98224,416.6787
450368,450.34,10.2217,7.22016,6.59232,-2.98224,417.1596
450405,450.376,9.782022,7.22016,5.96448,-2.82528,416.5095
450476,450.448,11.49457,7.691041,8.00496,-2.98224,417.5691
450512,450.484,9.431977,7.37712,4.86576,-3.29616,417.2336
450549,450.52,9.78328,7.22016,5.80752,-3.1392,417.0856
450585,450.556,9.251325,6.74928,5.4936,-3.1392,416.2691
450656,450.628,9.376966,6.59232,5.96448,-2.98224,416.1211
450692,450.664,9.57456,7.0632,5.65056,-3.1392,416.7526
450729,450.7,10.25058,7.53408,6.2784,-2.98224,416.4144
450765,450.736,10.2217,7.22016,6.59232,-2.98224,416.6787
450800,450.772,10.37006,7.22016,6.74928,-3.1392,416.7526
450873,450.844,10.04789,7.37712,6.2784,-2.66832,417.0856
450911,450.88,10.32959,7.37712,6.43536,-3.29616,416.602
450949,450.92,10.21447,7.0632,6.74928,-2.98224,416.7526
450984,450.956,10.18911,7.37712,6.43536,-2.82528,417.8809
451056,451.028,9.993805,7.37712,6.12144,-2.82528,416.7526
451092,451.064,10.14671,7.37712,6.43536,-2.66832,416.7526
451128,451.1,10.18911,7.37712,6.43536,-2.82528,416.2691
451166,451.136,10.11144,7.0632,6.59232,-2.98224,417.252
451204,451.176,10.26859,7.22016,6.59232,-3.1392,416.5095
451277,451.248,9.933225,7.22016,6.2784,-2.66832,416.9376
451312,451.284,10.07605,7.22016,6.43536,-2.82528,416.8451
451350,451.32,10.33317,7.37712,6.59232,-2.98224,416.4356
451388,451.36,10.06994,7.22016,6.2784,-3.1392,416.0286
451461,451.432,10.12118,7.22016,6.43536,-2.98224,416.5095
451496,451.468,10.12118,7.22016,6.43536,-2.98224,416.9191
451534,451.504,10.26859,7.22016,6.59232,-3.1392,415.9335
451572,451.544,10.18911,7.37712,6.43536,-2.82528,416.7526
451608,451.58,10.12118,7.22016,6.43536,-2.98224,416.824
451680,451.652,10.2024,7.53408,6.12144,-3.1392,416.2691
451717,451.688,9.913363,7.848001,5.17968,-3.1392,416.6787
451752,451.724,10.37956,7.37712,6.59232,-3.1392,416.4356
451788,451.76,10.55957,7.691041,6.59232,-2.98224,416.1211
451861,451.832,10.434,7.37712,6.74928,-2.98224,415.7882
451897,451.868,10.17701,7.22016,6.59232,-2.82528,416.5095
451932,451.904,10.62354,7.848001,6.43536,-3.1392,416.2691
451968,451.94,10.3093,7.37712,6.74928,-2.51136,417.2336
452004,451.976,10.38074,7.37712,6.43536,-3.45312,417.2336
452197,452.168,10.16854,7.22016,6.43536,-3.1392,416.9376
452233,452.204,10.31766,7.22016,6.59232,-3.29616,416.8451
452269,452.24,10.08705,7.37712,6.12144,-3.1392,416.8451
452304,452.276,9.390092,6.74928,5.80752,-2.98224,416.8451
452377,452.348,10.32959,7.37712,6.43536,-3.29616,417.0856
452413,452.384,10.23374,7.37712,6.43536,-2.98224,416.4356
452449,452.42,9.976534,7.22016,6.2784,-2.82528,416.7526
452486,452.456,10.2217,7.22016,6.59232,-2.98224,417.0116
452524,452.496,10.13578,7.37712,6.2784,-2.98224,417.2336
452597,452.568,10.27938,7.22016,6.74928,-2.82528,417.0116
452633,452.604,10.12118,7.22016,6.43536,-2.98224,416.8451
452668,452.64,10.28058,7.37712,6.43536,-3.1392,416.5095
452704,452.676,10.13578,7.37712,6.2784,-2.98224,416.4356
452777,452.748,10.23374,7.37712,6.43536,-2.98224,416.9191
452813,452.784,9.976534,7.22016,6.2784,-2.82528,416.8451
452848,452.82,10.07605,7.22016,6.43536,-2.82528,416.6787
452884,452.856,10.16854,7.22016,6.43536,-3.1392,415.9547
452920,452.892,10.23374,7.37712,6.43536,-2.98224,416.2691
452993,452.964,10.40208,7.53408,6.59232,-2.82528,416.8451
453028,453.0,10.23374,7.37712,6.43536,-2.98224,416.0286
453064,453.036,10.17701,7.22016,6.59232,-2.82528,417.4
453100,453.072,10.20602,7.53408,6.2784,-2.82528,416.2691
453173,453.144,10.13578,7.37712,6.2784,-2.98224,416.1951
453208,453.18,10.39379,7.53408,6.43536,-3.1392,416.4356
453244,453.216,10.33317,7.37712,6.59232,-2.98224,417.326
453280,453.252,10.12118,7.22016,6.43536,-2.98224,416.6787
453317,453.288,10.33317,7.37712,6.59232,-2.98224,416.4356
453388,453.36,10.1552,7.53408,6.12144,-2.98224,416.4356
453424,453.396,10.12118,7.22016,6.43536,-2.98224,417.0856
453460,453.432,9.957995,7.0632,6.2784,-3.1392,416.2691
453497,453.468,10.18306,7.37712,6.2784,-3.1392,417.1596
453569,453.54,10.28058,7.37712,6.43536,-3.1392,417.5691
453604,453.576,10.23374,7.37712,6.43536,-2.98224,416.602
453640,453.612,10.02211,7.22016,6.2784,-2.98224,416.1951
453677,453.648,10.30332,7.53408,6.43536,-2.82528,416.7526
453713,453.684,10.16854,7.22016,6.43536,-3.1392,416.1211
453784,453.756,10.33317,7.37712,6.59232,-2.98224,416.9191
453820,453.792,10.26859,7.22016,6.59232,-3.1392,416.8451
453857,453.828,10.434,7.37712,6.74928,-2.98224,416.9191
453892,453.864,10.28058,7.37712,6.43536,-3.1392,416.9191
453967,453.936,10.07605,7.22016,6.43536,-2.82528,416.4356
454004,453.976,10.09071,7.37712,6.2784,-2.82528,416.9904
454041,454.012,10.02334,7.0632,6.59232,-2.66832,417.2336
454077,454.048,9.764376,7.0632,6.12144,-2.82528,416.9191
454112,454.084,10.33317,7.37712,6.59232,-2.98224,416.9191
454185,454.156,10.07605,7.22016,6.43536,-2.82528,417.1596
454221,454.192,10.13578,7.37712,6.2784,-2.98224,416.9191
454257,454.228,10.17701,7.22016,6.59232,-2.82528,416.9191
454292,454.264,10.03931,7.37712,6.12144,-2.98224,417.4
454364,454.336,9.976534,7.22016,6.2784,-2.82528,417.2336
454401,454.372,10.28896,7.37712,6.59232,-2.82528,416.8451
454437,454.408,10.23254,7.37712,6.2784,-3.29616,416.2691
454472,454.444,10.23374,7.37712,6.43536,-2.98224,417.0856
454508,454.48,10.12118,7.22016,6.43536,-2.98224,417.5691
454581,454.552,10.37956,7.37712,6.59232,-3.1392,417.0856
454617,454.588,10.28058,7.37712,6.43536,-3.1392,416.6787
454652,454.624,10.17701,7.22016,6.59232,-2.82528,416.602
454688,454.66,10.12118,7.22016,6.43536,-2.98224,416.7526
454761,454.732,10.16854,7.22016,6.43536,-3.1392,417.0856
454796,454.768,10.36887,7.22016,6.59232,-3.45312,416.898
454833,454.804,10.4281,7.37712,6.59232,-3.29616,416.2691
454868,454.84,10.22291,6.90624,6.43536,-3.924,416.4356
454904,454.876,10.26979,7.22016,6.43536,-3.45312,416.2691
454977,454.948,103.4098,31.392,80.0496,-57.44737,416.7315
455013,454.984,68.28933,68.2776,0.15696,-1.25568,416.5095
455049,455.02,77.87004,73.30032,12.87072,22.91616,417.0856
455084,455.056,75.15386,72.2016,9.88848,18.36432,416.9904
455157,455.128,72.50686,70.31808,10.2024,14.44032,416.4356
455193,455.164,75.6557,72.98641,13.02768,15.06816,415.0642
455229,455.2,81.16653,78.95088,11.30112,15.06816,414.3402
455264,455.236,82.41178,80.0496,11.92896,15.53904,413.3758
455444,455.416,33.23922,32.80464,2.82528,4.55184,447.543
455483,455.452,36.03659,26.6832,-17.89344,-16.32384,462.1337
455521,455.492,110.3844,46.30321,-60.27264,80.0496,452.3071
455557,455.528,59.25714,9.88848,-51.48288,27.62496,435.8536
455593,455.564,53.8988,40.0248,31.07808,18.36432,433.8481
455665,455.636,30.11383,10.04544,10.51632,26.36928,461.3727
455700,455.672,66.61487,18.67824,-10.35936,63.09793,428.0801
455737,455.708,34.75202,13.49856,32.01984,0.47088,440.9823
455773,455.744,58.4022,12.39984,34.21728,45.67536,443.0168
455845,455.816,68.49088,58.38912,35.15904,-6.74928,444.2111
455881,455.852,30.83815,22.91616,19.93392,-5.33664,431.4041
455917,455.888,52.46458,51.95376,3.45312,-6.43536,437.6715
455953,455.924,64.56497,58.0752,6.43536,-27.468,443.2441
456025,455.996,26.36227,19.14912,1.5696,-18.0504,443.0697
456061,456.032,15.14156,9.57456,11.45808,2.51136,442.5544
456097,456.068,7.535715,2.3544,5.65056,-4.39488,441.4183
456132,456.104,23.55289,11.14416,3.76704,-20.4048,442.6681
456168,456.14,21.83155,16.16688,-6.43536,-13.18464,444.7423
456240,456.212,12.73312,12.39984,2.19744,-1.88352,443.6272
456277,456.248,13.79642,12.71376,0.47088,-5.33664,442.0365
456312,456.284,16.93859,15.53904,2.82528,-6.12144,441.5054
456348,456.32,13.38124,10.9872,1.25568,-7.53408,441.9626
456420,456.392,14.48971,14.28336,0.62784,-2.3544,444.3301
456456,456.428,16.12492,15.85296,1.25568,-2.66832,442.8108
456493,456.464,14.6453,14.44032,1.72656,-1.72656,442.5941
456528,456.5,15.91423,15.38208,1.5696,-3.76704,442.6945
456600,456.572,13.88542,13.81248,-0.15696,-1.41264,442.8662
456637,456.608,14.28767,14.28336,0.31392,0.15696,443.3762
456673,456.644,15.1212,15.06816,1.09872,-0.62784,443.0618
456709,456.68,15.59759,15.53904,1.09872,-0.7848001,442.0973
456744,456.716,15.44601,15.38208,0.62784,-1.25568,441.7829
456817,456.788,14.14905,14.1264,0.7848001,0.15696,442.3431
456854,456.824,13.29258,13.18464,1.5696,0.62784,442.639
456893,456.864,13.59767,13.49856,0.47088,1.5696,442.2004
456930,456.9,15.44681,15.38208,0.0,1.41264,441.6481
457005,456.976,14.44458,14.44032,-0.15696,0.31392,441.1197
457043,457.012,14.07923,13.96944,1.72656,0.31392,440.6652
457080,457.052,13.17529,12.71376,2.66832,2.19744,440.6203
457116,457.088,13.17155,12.39984,2.3544,3.76704,438.9081
457152,457.124,14.55333,13.65552,-0.31392,5.02272,438.6941
457225,457.196,13.67085,13.65552,-0.15696,0.62784,439.5422
457260,457.232,12.3351,11.92896,0.0,3.1392,439.1565
457296,457.268,13.05507,13.02768,-0.31392,0.7848001,439.426
457332,457.304,16.34646,16.00992,2.98224,1.41264,438.562
457405,457.376,12.65647,10.35936,1.72656,7.0632,436.4931
457440,457.412,8.250484,7.37712,-0.7848001,3.61008,439.5792
457476,457.448,9.037136,8.632801,-2.04048,1.72656,438.8156
457512,457.484,12.48794,11.92896,0.7848001,3.61008,436.9898
457549,457.52,10.19757,9.260641,1.25568,4.08096,436.9898
457620,457.592,18.03743,14.9112,5.33664,8.632801,435.8695
457656,457.628,14.81589,11.61504,3.924,8.31888,434.6963
457692,457.664,9.774464,8.475841,0.15696,4.86576,438.0256
457728,457.7,8.849816,7.37712,-0.47088,4.86576,436.4376
457800,457.772,12.49879,10.67328,2.19744,6.12144,435.1931
457836,457.808,14.14905,12.08592,1.41264,7.22016,433.8085
457872,457.844,16.47108,12.5568,2.51136,10.35936,431.7423
457909,457.88,11.91036,8.946721,-0.47088,7.848001,432.5957
457980,457.952,12.23986,10.9872,0.7848001,5.33664,432.8256
458016,457.988,12.26901,10.9872,1.72656,5.17968,434.2894
458052,458.024,16.3427,14.75424,2.82528,6.43536,433.7081
458089,458.06,18.27489,13.18464,5.02272,11.61504,430.1014
458125,458.096,10.88583,7.37712,0.0,8.00496,430.9522
458196,458.168,12.72344,11.14416,0.47088,6.12144,431.1187
458232,458.204,12.371,10.67328,1.88352,5.96448,432.5164
458269,458.24,14.96809,13.65552,1.41264,5.96448,433.9539
458305,458.276,19.31118,14.75424,4.08096,11.772,428.878
458376,458.348,10.43282,6.90624,-1.41264,7.691041,430.6563
458414,458.384,11.0219,8.00496,-1.72656,7.37712,429.3167
458453,458.424,12.92325,12.08592,1.72656,4.23792,431.0262
458490,458.46,14.41812,13.02768,2.82528,5.4936,433.0105
458528,458.5,20.77216,15.06816,4.23792,13.65552,425.8103
458720,458.692,16.79619,14.28336,2.98224,8.31888,430.8439
458757,458.728,20.55937,13.96944,3.1392,14.75424,424.6372
458792,458.764,16.08132,11.61504,1.72656,10.9872,422.5789
458829,458.8,10.99168,6.59232,-0.31392,8.789761,424.1906
458900,458.872,13.92882,12.71376,2.3544,5.17968,426.2146
458936,458.908,15.47549,13.18464,2.98224,7.53408,427.6229
458973,458.944,19.76325,15.22512,2.98224,12.24288,421.7915
459009,458.98,16.66883,11.45808,2.82528,11.772,420.6579
459045,459.016,10.61542,6.59232,-0.15696,8.31888,420.8667
459116,459.088,14.52962,13.18464,1.88352,5.80752,423.5433
459153,459.124,14.2012,12.39984,3.76704,5.80752,425.673
459189,459.16,19.76014,14.75424,2.66832,12.87072,420.391
459224,459.196,17.76493,12.39984,2.04048,12.5568,418.338
459296,459.268,13.4803,10.04544,-1.88352,8.789761,419.6089
459333,459.304,14.54402,13.02768,-0.62784,6.43536,421.0516
459368,459.34,15.81328,13.49856,4.23792,7.0632,422.9091
459405,459.376,20.22775,14.44032,3.1392,13.81248,417.3868
459440,459.412,15.28085,11.14416,1.41264,10.35936,415.4024
459513,459.484,13.36466,9.417601,-2.04048,9.260641,416.9138
459549,459.52,15.00508,13.65552,1.09872,6.12144,419.7278
459584,459.556,16.03529,13.81248,3.45312,7.37712,421.0384
459621,459.592,21.40994,15.85296,3.45312,13.96944,415.0404
459693,459.664,11.89276,8.789761,0.31392,8.00496,414.7709
459729,459.7,14.64194,10.35936,-1.72656,10.2024,415.5953
459765,459.736,16.40964,14.59728,2.51136,7.0632,418.1055
459800,459.772,18.95646,15.696,2.98224,10.2024,416.5994
459836,459.808,20.90634,14.59728,2.51136,14.75424,411.225
459909,459.88,13.44186,9.260641,-0.47088,9.731521,412.1551
459948,459.916,15.56439,13.49856,-0.94176,7.691041,413.6295
459984,459.956,16.93132,15.06816,3.45312,6.90624,416.898
460020,459.992,42.97008,-3.924,17.42256,-39.08304,412.9689
460094,460.064,4.42282,-0.15696,0.47088,4.39488,415.2492
460134,460.104,2.953185,1.09872,1.09872,-2.51136,414.5041
460173,460.144,3.015103,2.66832,0.62784,-1.25568,414.8502
460208,460.18,2.317487,1.09872,2.04048,0.0,415.4341
460281,460.252,13.43453,-5.4936,-3.924,-11.61504,413.323
460317,460.288,12.37299,-1.09872,1.41264,12.24288,412.6069
460353,460.324,9.580991,-0.31392,-0.15696,9.57456,412.7787
460388,460.36,10.20361,0.0,-0.15696,10.2024,411.7138
460425,460.396,9.900929,0.15696,-0.47088,9.88848,412.6069
460497,460.468,9.909635,-0.15696,-0.62784,9.88848,412.9504
460533,460.504,10.06504,0.0,-0.62784,10.04544,412.9504
460568,460.54,9.899685,0.0,-0.47088,9.88848,412.2317
460604,460.576,10.37006,0.0,-0.47088,10.35936,412.9504
460641,460.612,9.900929,-0.15696,-0.47088,9.88848,412.9504
460713,460.684,9.899685,0.0,-0.47088,9.88848,412.4722
460748,460.72,10.0577,0.15696,-0.47088,10.04544,412.7787
460785,460.756,10.07727,-0.15696,-0.7848001,10.04544,412.7126
460820,460.792,9.742906,0.0,-0.47088,9.731521,412.7787
460892,460.864,9.909635,0.15696,-0.62784,9.88848,413.6691
460928,460.9,9.908392,0.0,-0.62784,9.88848,413.7378
460964,460.936,10.06627,0.15696,-0.62784,10.04544,413.5634
461001,460.972,10.05647,0.0,-0.47088,10.04544,412.8447
461038,461.008,10.06504,0.0,-0.62784,10.04544,412.9108
461112,461.084,10.06504,0.0,-0.62784,10.04544,413.6295
461148,461.12,10.05647,0.0,-0.47088,10.04544,413.2199
461185,461.156,9.909635,0.15696,-0.62784,9.88848,412.739
461221,461.192,9.908392,0.0,-0.62784,9.88848,413.2199
461292,461.264,9.893462,0.0,-0.31392,9.88848,412.6333
461329,461.3,10.05647,0.0,-0.47088,10.04544,412.6994
461365,461.336,9.893462,0.0,-0.31392,9.88848,413.8964
461403,461.372,9.909635,-0.15696,-0.62784,9.88848,413.0059
461440,461.412,9.736583,0.0,-0.31392,9.731521,412.5277
461512,461.484,10.21326,0.0,-0.47088,10.2024,413.6585
461549,461.52,10.06627,0.15696,-0.62784,10.04544,413.0059
461585,461.556,9.899685,0.0,-0.47088,9.88848,412.1841
461620,461.592,9.742906,0.0,-0.47088,9.731521,412.1471
461673,461.644,10.07605,0.0,-0.7848001,10.04544,412.2899
461721,461.692,9.900929,0.15696,-0.47088,9.88848,413.2463
461757,461.728,10.0577,0.15696,-0.47088,10.04544,412.9689
461792,461.764,9.893462,0.0,-0.31392,9.88848,412.4219
461828,461.8,9.893462,0.0,-0.31392,9.88848,412.6624
462008,461.98,9.742906,0.0,-0.47088,9.731521,414.512
462044,462.016,9.908392,0.0,-0.62784,9.88848,414.3376
462081,462.052,9.899685,0.0,-0.47088,9.88848,413.9254
462117,462.088,9.908392,0.0,-0.62784,9.88848,413.7563
462153,462.124,10.06627,-0.15696,-0.62784,10.04544,413.9254
462224,462.196,9.920816,-0.15696,-0.7848001,9.88848,414.2345
462261,462.232,9.74417,-0.15696,-0.47088,9.731521,413.5159
462296,462.268,10.07727,-0.15696,-0.7848001,10.04544,413.5159
462333,462.304,10.21447,-0.15696,-0.47088,10.2024,413.7563
462404,462.376,9.908392,0.0,-0.62784,9.88848,413.8594
462440,462.412,9.900929,-0.15696,-0.47088,9.88848,413.4102
462477,462.448,9.908392,0.0,-0.62784,9.88848,414.2345
462513,462.484,10.23374,0.15696,-0.7848001,10.2024,414.2345
462548,462.52,9.899685,0.0,-0.47088,9.88848,414.0628
462621,462.592,9.742906,0.0,-0.47088,9.731521,413.8224
462657,462.628,9.908392,0.0,-0.62784,9.88848,413.8224
462692,462.664,10.06627,0.15696,-0.62784,10.04544,414.0628
462728,462.7,10.05647,0.0,-0.47088,10.04544,414.5411
462801,462.772,10.05647,0.0,-0.47088,10.04544,413.8884
462837,462.808,10.06504,0.0,-0.62784,10.04544,413.4102
462872,462.844,10.05647,0.0,-0.47088,10.04544,413.1697
462910,462.88,10.05647,0.0,-0.47088,10.04544,414.0628
462950,462.92,10.06504,0.0,-0.62784,10.04544,413.4102
463025,462.996,10.2217,0.0,-0.62784,10.2024,413.8884
463061,463.032,10.05647,0.0,-0.47088,10.04544,414.1289
463096,463.068,9.900929,-0.15696,-0.47088,9.88848,415.0193
463132,463.104,9.909635,0.15696,-0.62784,9.88848,413.9941
463205,463.176,9.742906,0.0,-0.47088,9.731521,413.8884
463241,463.212,9.894707,-0.15696,-0.31392,9.88848,413.8884
463276,463.248,9.908392,0.0,-0.62784,9.88848,413.9941
463312,463.284,10.06994,0.31392,-0.62784,10.04544,413.648
463349,463.32,9.909635,0.15696,-0.62784,9.88848,413.5449
463421,463.392,9.899685,0.0,-0.47088,9.88848,414.2345
463456,463.428,10.06994,-0.31392,-0.62784,10.04544,413.7827
463492,463.464,9.900929,-0.15696,-0.47088,9.88848,414.0628
463529,463.5,10.05157,0.15696,-0.31392,10.04544,413.8884
463601,463.572,9.899685,0.0,-0.47088,9.88848,413.8884
463636,463.608,10.21447,0.15696,-0.47088,10.2024,414.1289
463672,463.644,9.74417,-0.15696,-0.47088,9.731521,413.648
463709,463.68,9.920816,-0.15696,-0.7848001,9.88848,413.2384
463745,463.716,9.74417,-0.15696,-0.47088,9.731521,413.8884
463816,463.788,10.06504,0.0,-0.62784,10.04544,413.8884
463852,463.824,10.05157,-0.15696,-0.31392,10.04544,413.1697
463889,463.86,9.909635,0.15696,-0.62784,9.88848,414.1949
463925,463.896,10.06627,0.15696,-0.62784,10.04544,413.9571
463996,463.968,9.900929,-0.15696,-0.47088,9.88848,413.4102
464032,464.004,10.22291,-0.15696,-0.62784,10.2024,414.1949
464069,464.04,10.0577,-0.15696,-0.47088,10.04544,414.3667
464105,464.076,10.21447,-0.15696,-0.47088,10.2024,414.1949
464140,464.112,10.05647,0.0,-0.47088,10.04544,413.2384
464212,464.184,9.909635,-0.15696,-0.62784,9.88848,413.648
464249,464.22,9.899685,0.0,-0.47088,9.88848,414.1949
464285,464.256,10.0577,-0.15696,-0.47088,10.04544,414.5411
464321,464.292,10.07605,0.0,-0.7848001,10.04544,413.4102
464395,464.364,10.21326,0.0,-0.47088,10.2024,413.648
464433,464.404,9.894707,-0.15696,-0.31392,9.88848,413.8884
464469,464.44,9.894707,0.15696,-0.31392,9.88848,413.8884
464504,464.476,9.899685,0.0,-0.47088,9.88848,413.7827
464540,464.512,9.595123,0.0,-0.62784,9.57456,413.7167
