Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,temperature
1080158,1080.141,10.32363,2.98224,9.260641,3.45312,19
1080180,1080.165,10.70325,3.1392,9.57456,3.61008,19
1080242,1080.225,10.37956,2.66832,9.417601,3.45312,19
1080265,1080.249,10.37956,2.66832,9.417601,3.45312,19
1080289,1080.273,10.1758,2.98224,9.260641,2.98224,19
1080312,1080.297,10.32363,2.98224,9.260641,3.45312,19
1080337,1080.321,10.46466,2.98224,9.417601,3.45312,19
1080397,1080.381,10.31885,3.1392,9.260641,3.29616,19
1080422,1080.405,10.46465,2.82528,9.57456,3.1392,19
1080445,1080.429,10.37718,2.98224,9.260641,3.61008,19
1080469,1080.453,10.41392,2.98224,9.417601,3.29616,19
1080493,1080.477,10.33317,2.82528,9.260641,3.61008,19
1080553,1080.537,10.37006,2.82528,9.417601,3.29616,19
1080578,1080.561,10.60148,3.1392,9.57456,3.29616,19
1080600,1080.585,10.60613,2.98224,9.57456,3.45312,19
1080625,1080.609,10.27938,2.82528,9.260641,3.45312,19
1080649,1080.633,10.27219,2.98224,9.260641,3.29616,19
1080710,1080.693,10.08583,2.82528,9.103681,3.29616,19
1080734,1080.717,10.32363,2.98224,9.260641,3.45312,19
1080757,1080.741,10.55607,2.98224,9.57456,3.29616,19
1080780,1080.765,10.13821,2.82528,9.103681,3.45312,19
1080961,1080.945,10.5724,2.98224,9.417601,3.76704,19
1080985,1080.969,10.48817,2.66832,9.417601,3.76704,19
1081010,1080.994,10.3284,2.66832,9.417601,3.29616,19
1081033,1081.017,10.27938,2.82528,9.260641,3.45312,19
1081058,1081.041,10.55607,2.98224,9.57456,3.29616,19
1081117,1081.101,10.42101,2.82528,9.417601,3.45312,19
1081141,1081.125,10.33317,2.82528,9.260641,3.61008,19
1081165,1081.149,10.47171,2.66832,9.57456,3.29616,19
1081190,1081.173,10.46466,2.98224,9.417601,3.45312,19
1081212,1081.197,10.42101,2.82528,9.417601,3.45312,19
1081273,1081.257,10.61542,2.82528,9.57456,3.61008,19
1081297,1081.281,10.32363,2.98224,9.260641,3.45312,19
1081322,1081.305,10.42101,2.82528,9.417601,3.45312,19
1081344,1081.329,10.32363,2.98224,9.260641,3.45312,19
1081369,1081.353,10.60148,3.1392,9.57456,3.29616,19
1081430,1081.413,10.61542,2.66832,9.731521,3.29616,19
1081454,1081.437,10.47407,2.82528,9.417601,3.61008,19
1081478,1081.461,10.51281,2.82528,9.57456,3.29616,19
1081500,1081.485,10.27938,2.82528,9.260641,3.45312,19
1081525,1081.509,10.22291,2.98224,9.260641,3.1392,19
1081585,1081.569,10.37718,2.98224,9.260641,3.61008,19
1081608,1081.593,10.28897,2.51136,9.417601,3.29616,19
1081633,1081.617,10.51749,2.98224,9.417601,3.61008,19
1081657,1081.641,10.42337,3.1392,9.260641,3.61008,19
1081717,1081.701,10.65827,2.98224,9.57456,3.61008,19
1081740,1081.725,10.42101,2.82528,9.417601,3.45312,19
1081765,1081.749,10.46466,2.98224,9.417601,3.45312,19
1081788,1081.773,10.51749,2.98224,9.417601,3.61008,19
1081812,1081.797,10.33317,2.82528,9.260641,3.61008,19
1081872,1081.857,10.47407,2.82528,9.417601,3.61008,19
1081897,1081.881,10.55607,2.98224,9.57456,3.29616,19
1081921,1081.905,10.5724,2.98224,9.417601,3.76704,19
1081945,1081.929,10.46465,2.82528,9.57456,3.1392,19
1081969,1081.953,10.33317,2.82528,9.260641,3.61008,19
1082029,1082.013,10.37718,2.98224,9.260641,3.61008,19
1082053,1082.037,10.27219,2.98224,9.260641,3.29616,19
1082078,1082.061,10.27219,2.98224,9.260641,3.29616,19
1082101,1082.085,10.27219,2.98224,9.260641,3.29616,19
1082127,1082.109,10.33317,2.82528,9.260641,3.61008,19
1082189,1082.173,10.46465,2.82528,9.57456,3.1392,19
1082213,1082.197,10.61774,3.1392,9.417601,3.76704,19
1082237,1082.221,10.22773,2.82528,9.260641,3.29616,19
1082262,1082.245,10.42337,2.66832,9.57456,3.1392,19
1082301,1082.285,10.27219,2.98224,9.260641,3.29616,19
1082337,1082.321,10.37006,2.82528,9.417601,3.29616,19
1082362,1082.345,10.51281,2.82528,9.57456,3.29616,19
1082386,1082.369,10.46466,2.98224,9.417601,3.45312,19
1082408,1082.393,10.3653,2.98224,9.417601,3.1392,19
1082470,1082.453,10.41392,2.98224,9.417601,3.29616,19
1082494,1082.477,10.55607,2.98224,9.57456,3.29616,19
1082517,1082.501,10.41392,2.98224,9.417601,3.29616,19
1082542,1082.525,10.37006,2.82528,9.417601,3.29616,19
1082567,1082.549,10.17823,2.82528,9.260641,3.1392,19
1082629,1082.613,10.46466,2.98224,9.417601,3.45312,19
1082652,1082.637,10.32363,2.98224,9.260641,3.45312,19
1082676,1082.661,10.37006,2.82528,9.417601,3.29616,19
1082702,1082.685,10.51281,2.82528,9.57456,3.29616,19
1082725,1082.709,10.46466,2.98224,9.417601,3.45312,19
1082785,1082.769,10.18548,2.66832,9.260641,3.29616,19
1082809,1082.793,10.61542,2.82528,9.57456,3.61008,19
1082832,1082.817,10.22773,2.82528,9.260641,3.29616,19
1082857,1082.841,10.51281,2.82528,9.57456,3.29616,19
1082881,1082.865,10.27219,2.98224,9.260641,3.29616,19
1082942,1082.925,10.32363,2.98224,9.260641,3.45312,19
1082964,1082.949,10.41392,2.98224,9.417601,3.29616,19
1082989,1082.973,10.41392,2.98224,9.417601,3.29616,19
1083013,1082.997,10.3653,2.98224,9.417601,3.1392,19
1083073,1083.057,10.42101,2.82528,9.417601,3.45312,19
1083096,1083.081,10.45995,3.1392,9.417601,3.29616,19
1083121,1083.105,10.51749,2.98224,9.417601,3.61008,19
1083145,1083.129,10.46466,2.98224,9.417601,3.45312,19
1083169,1083.153,10.56307,2.82528,9.57456,3.45312,19
1083228,1083.213,10.32124,2.82528,9.417601,3.1392,19
1083253,1083.237,10.51046,3.1392,9.417601,3.45312,19
1083277,1083.261,10.32363,2.98224,9.260641,3.45312,19
1083301,1083.285,10.33317,2.82528,9.260641,3.61008,19
1083325,1083.309,10.71245,2.98224,9.57456,3.76704,19
1083493,1083.477,10.51281,2.82528,9.57456,3.29616,19
1083516,1083.501,10.46466,2.98224,9.417601,3.45312,19
1083542,1083.525,10.27938,2.82528,9.260641,3.45312,19
1083565,1083.549,10.3653,2.98224,9.417601,3.1392,19
1083589,1083.573,10.51749,2.98224,9.417601,3.61008,19
1083649,1083.633,10.50812,2.98224,9.57456,3.1392,19
1083673,1083.657,10.41392,2.98224,9.417601,3.29616,19
1083696,1083.681,10.41392,2.98224,9.417601,3.29616,19
1083721,1083.705,10.56307,2.82528,9.57456,3.45312,19
1083745,1083.729,10.27219,2.98224,9.260641,3.29616,19
1083804,1083.789,10.27938,2.82528,9.260641,3.45312,19
1083830,1083.813,10.22291,2.98224,9.260641,3.1392,19
1083853,1083.837,10.08583,2.82528,9.103681,3.29616,19
1083877,1083.861,10.31885,3.1392,9.260641,3.29616,19
1083937,1083.921,10.61542,2.82528,9.57456,3.61008,19
1083960,1083.945,10.45995,3.1392,9.417601,3.29616,19
1083985,1083.969,10.60613,2.98224,9.57456,3.45312,19
1084009,1083.993,10.41392,2.98224,9.417601,3.29616,19
1084033,1084.017,10.71245,2.98224,9.57456,3.76704,19
1084092,1084.077,10.52218,2.66832,9.57456,3.45312,19
1084117,1084.101,10.41392,2.98224,9.417601,3.29616,19
1084141,1084.125,10.51749,2.98224,9.417601,3.61008,19
1084165,1084.149,10.42101,2.82528,9.417601,3.45312,19
1084189,1084.173,10.3284,2.66832,9.417601,3.29616,19
1084249,1084.233,10.32363,2.98224,9.260641,3.45312,19
1084273,1084.257,10.22773,2.82528,9.260641,3.29616,19
1084297,1084.281,10.32124,2.82528,9.417601,3.1392,19
1084321,1084.305,10.27938,2.82528,9.260641,3.45312,19
1084345,1084.329,10.37718,2.98224,9.260641,3.61008,19
1084405,1084.389,10.52218,2.66832,9.57456,3.45312,19
1084429,1084.413,10.1758,2.98224,9.260641,2.98224,19
1084453,1084.437,10.33317,2.82528,9.260641,3.61008,19
1084478,1084.461,10.60613,2.98224,9.57456,3.45312,19
1084537,1084.521,10.41392,2.98224,9.417601,3.29616,19
1084562,1084.545,10.3653,2.98224,9.417601,3.1392,19
1084587,1084.569,10.46466,2.98224,9.417601,3.45312,19
1084612,1084.597,10.32363,2.98224,9.260641,3.45312,19
1084637,1084.621,10.51281,2.82528,9.57456,3.29616,19
1084698,1084.681,10.32363,2.98224,9.260641,3.45312,19
1084721,1084.705,10.42101,2.82528,9.417601,3.45312,19
1084744,1084.729,10.33317,2.82528,9.260641,3.61008,19
1084769,1084.753,10.42101,2.82528,9.417601,3.45312,19
1084794,1084.777,10.47171,2.66832,9.57456,3.29616,19
1084853,1084.837,10.51749,2.98224,9.417601,3.61008,19
1084877,1084.861,10.3653,2.98224,9.417601,3.1392,19
1084901,1084.885,10.37006,2.82528,9.417601,3.29616,19
1084926,1084.909,10.23736,2.66832,9.260641,3.45312,19
1084949,1084.933,10.46466,2.98224,9.417601,3.45312,19
1085008,1084.993,10.55607,2.98224,9.57456,3.29616,19
1085033,1085.017,10.45995,3.1392,9.417601,3.29616,19
1085057,1085.041,10.37006,2.82528,9.417601,3.29616,19
1085081,1085.065,10.32363,2.98224,9.260641,3.45312,19
1085106,1085.089,10.41392,2.98224,9.417601,3.29616,19
1085164,1085.149,10.51749,2.98224,9.417601,3.61008,19
1085189,1085.173,10.22773,2.82528,9.260641,3.29616,19
1085213,1085.197,10.3284,2.66832,9.417601,3.29616,19
1085238,1085.221,10.37006,2.82528,9.417601,3.29616,19
1085296,1085.281,10.31885,2.98224,9.417601,2.98224,19
1085321,1085.305,10.27938,2.82528,9.260641,3.45312,19
1085345,1085.329,10.41392,2.98224,9.417601,3.29616,19
1085370,1085.353,10.41392,2.98224,9.417601,3.29616,19
1085394,1085.377,10.22773,2.82528,9.260641,3.29616,19
1085453,1085.437,10.37006,2.82528,9.417601,3.29616,19
1085476,1085.461,10.65133,3.1392,9.57456,3.45312,19
1085503,1085.485,10.27938,2.82528,9.260641,3.45312,19
1085530,1085.513,10.65133,3.1392,9.57456,3.45312,19
1085552,1085.537,10.46466,2.98224,9.417601,3.45312,19
1085613,1085.597,10.41392,2.98224,9.417601,3.29616,19
1085636,1085.621,10.29136,2.66832,9.260641,3.61008,19
1085662,1085.645,10.37006,2.82528,9.417601,3.29616,19
1085686,1085.669,10.27219,2.98224,9.260641,3.29616,19
1085709,1085.693,10.57473,2.66832,9.57456,3.61008,19
1085770,1085.753,10.45995,3.1392,9.417601,3.29616,19
1085794,1085.777,10.37006,2.82528,9.417601,3.29616,19
1085817,1085.801,10.27938,2.82528,9.260641,3.45312,19
1085841,1085.825,10.41392,2.98224,9.417601,3.29616,19
1086024,1086.005,10.27219,2.98224,9.260641,3.29616,19
1086049,1086.033,10.47407,2.82528,9.417601,3.61008,19
1086073,1086.057,10.55607,2.98224,9.57456,3.29616,19
1086097,1086.081,10.47407,2.82528,9.417601,3.61008,19
1086121,1086.105,10.46466,2.98224,9.417601,3.45312,19
1086180,1086.165,10.42101,2.82528,9.417601,3.45312,19
1086205,1086.189,10.41155,3.1392,9.417601,3.1392,19
1086229,1086.213,10.51749,2.98224,9.417601,3.61008,19
1086253,1086.237,10.56307,2.82528,9.57456,3.45312,19
1086277,1086.261,10.41392,2.98224,9.417601,3.29616,19
1086337,1086.321,10.56307,3.1392,9.417601,3.61008,19
1086361,1086.345,10.60613,2.98224,9.57456,3.45312,19
1086385,1086.369,10.55607,2.98224,9.57456,3.29616,19
1086409,1086.393,10.51046,3.1392,9.417601,3.45312,19
1086432,1086.417,10.41155,3.1392,9.417601,3.1392,19
1086493,1086.477,10.43282,2.98224,9.260641,3.76704,19
1086517,1086.501,10.51749,2.98224,9.417601,3.61008,19
1086541,1086.525,10.37006,2.82528,9.417601,3.29616,19
1086564,1086.549,10.46466,2.98224,9.417601,3.45312,19
1086589,1086.573,10.51749,2.98224,9.417601,3.61008,19
1086649,1086.633,10.38905,2.82528,9.260641,3.76704,19
1086674,1086.657,10.37006,2.82528,9.417601,3.29616,19
1086697,1086.681,10.32363,2.98224,9.260641,3.45312,19
1086721,1086.705,10.32363,2.98224,9.260641,3.45312,19
1086781,1086.765,10.3653,2.98224,9.417601,3.1392,19
1086805,1086.789,10.27938,2.82528,9.260641,3.45312,19
1086828,1086.813,10.51281,2.82528,9.57456,3.29616,19
1086853,1086.837,10.33317,2.82528,9.260641,3.61008,19
1086877,1086.861,10.09559,2.66832,9.103681,3.45312,19
1086937,1086.921,10.47407,2.82528,9.417601,3.61008,19
1086960,1086.945,10.31885,3.1392,9.260641,3.29616,19
1086985,1086.969,10.37006,2.82528,9.417601,3.29616,19
1087009,1086.993,10.51749,2.98224,9.417601,3.61008,19
1087033,1087.017,10.37006,2.82528,9.417601,3.29616,19
1087092,1087.077,10.42101,2.82528,9.417601,3.45312,19
1087116,1087.101,10.32124,2.82528,9.417601,3.1392,19
1087141,1087.125,10.46466,2.98224,9.417601,3.45312,19
1087165,1087.149,10.37006,2.82528,9.417601,3.29616,19
1087190,1087.173,10.43282,2.66832,9.417601,3.61008,19
1087249,1087.233,10.3284,2.66832,9.417601,3.29616,19
1087273,1087.257,10.55374,3.1392,9.57456,3.1392,19
1087297,1087.281,10.56307,2.82528,9.57456,3.45312,19
1087321,1087.305,10.46466,2.98224,9.417601,3.45312,19
1087381,1087.365,10.61542,2.82528,9.57456,3.61008,19
1087404,1087.389,10.65827,2.98224,9.57456,3.61008,19
1087429,1087.413,10.37006,2.82528,9.417601,3.29616,19
1087453,1087.437,10.56307,2.82528,9.57456,3.45312,19
1087477,1087.461,10.41155,3.1392,9.417601,3.1392,19
1087537,1087.521,10.55607,2.98224,9.57456,3.29616,19
1087561,1087.545,10.27938,2.82528,9.260641,3.45312,19
1087585,1087.569,10.42101,2.82528,9.417601,3.45312,19
1087609,1087.593,10.37006,2.82528,9.417601,3.29616,19
1087634,1087.617,10.47407,2.82528,9.417601,3.61008,19
1087692,1087.677,10.42101,2.82528,9.417601,3.45312,19
1087717,1087.701,10.3653,2.98224,9.417601,3.1392,19
1087743,1087.725,10.3653,2.98224,9.417601,3.1392,19
1087770,1087.753,10.33317,2.82528,9.260641,3.61008,19
1087793,1087.777,10.42101,2.82528,9.417601,3.45312,19
1087853,1087.837,10.60613,2.98224,9.57456,3.45312,19
1087878,1087.861,10.56307,2.82528,9.57456,3.45312,19
1087906,1087.889,10.56307,2.82528,9.57456,3.45312,19
1087930,1087.913,10.51281,2.82528,9.57456,3.29616,19
1087953,1087.937,10.56307,3.1392,9.417601,3.61008,19
1088013,1087.997,10.33317,2.82528,9.260641,3.61008,19
1088037,1088.021,10.70325,3.1392,9.57456,3.61008,19
1088062,1088.045,10.42101,2.82528,9.417601,3.45312,19
1088086,1088.069,10.46466,2.98224,9.417601,3.45312,19
1088144,1088.129,10.17823,2.82528,9.260641,3.1392,19
1088169,1088.153,10.27938,2.82528,9.260641,3.45312,19
1088193,1088.177,10.41392,2.98224,9.417601,3.29616,19
1088218,1088.201,10.37956,2.66832,9.417601,3.45312,19
1088241,1088.225,10.32363,2.98224,9.260641,3.45312,19
1088301,1088.285,10.3653,2.98224,9.417601,3.1392,19
1088325,1088.309,10.41392,2.98224,9.417601,3.29616,19
1088350,1088.333,10.46466,2.98224,9.417601,3.45312,19
1088374,1088.357,10.27219,2.98224,9.260641,3.29616,19
1088398,1088.381,10.32363,2.98224,9.260641,3.45312,19
1088565,1088.549,10.33317,2.82528,9.260641,3.61008,19
1088590,1088.573,10.46466,2.98224,9.417601,3.45312,19
1088612,1088.597,10.37006,2.82528,9.417601,3.29616,19
1088637,1088.621,10.37718,2.98224,9.260641,3.61008,19
1088661,1088.645,10.22773,2.82528,9.260641,3.29616,19
1088722,1088.705,10.41392,2.98224,9.417601,3.29616,19
1088745,1088.729,10.41392,2.98224,9.417601,3.29616,19
1088770,1088.753,10.42101,2.82528,9.417601,3.45312,19
1088793,1088.777,10.32124,2.82528,9.417601,3.1392,19
1088817,1088.801,10.37956,2.66832,9.417601,3.45312,19
1088877,1088.861,10.22773,2.82528,9.260641,3.29616,19
1088901,1088.885,10.55607,2.98224,9.57456,3.29616,19
1088926,1088.909,10.51749,2.98224,9.417601,3.61008,19
1088949,1088.933,10.32363,2.98224,9.260641,3.45312,19
1089009,1088.993,10.20723,2.66832,9.103681,3.76704,19
1089033,1089.017,10.33317,2.82528,9.260641,3.61008,19
1089058,1089.041,10.27938,2.82528,9.260641,3.45312,19
1089082,1089.065,10.65827,2.98224,9.57456,3.61008,19
1089106,1089.089,10.42101,2.82528,9.417601,3.45312,19
1089165,1089.149,10.37006,3.1392,9.260641,3.45312,19
1089190,1089.173,10.42101,2.82528,9.417601,3.45312,19
1089215,1089.197,10.41392,2.98224,9.417601,3.29616,19
1089238,1089.221,10.60613,2.98224,9.57456,3.45312,19
1089262,1089.245,10.47407,2.82528,9.417601,3.61008,19
1089322,1089.305,10.60613,2.98224,9.57456,3.45312,19
1089348,1089.329,10.55374,3.1392,9.57456,3.1392,19
1089373,1089.357,10.32124,2.82528,9.417601,3.1392,19
1089396,1089.381,10.46466,2.98224,9.417601,3.45312,19
1089420,1089.405,10.22291,2.98224,9.260641,3.1392,19
1089481,1089.465,10.22773,2.82528,9.260641,3.29616,19
1089506,1089.489,10.46466,2.98224,9.417601,3.45312,19
1089528,1089.513,10.51749,2.98224,9.417601,3.61008,19
1089553,1089.537,10.37006,2.82528,9.417601,3.29616,19
1089613,1089.597,10.41392,2.98224,9.417601,3.29616,19
1089637,1089.621,10.41392,2.98224,9.417601,3.29616,19
1089660,1089.645,10.60613,2.98224,9.57456,3.45312,19
1089685,1089.669,10.23736,2.66832,9.260641,3.45312,19
1089709,1089.693,10.27938,2.82528,9.260641,3.45312,19
1089774,1089.757,10.37006,2.82528,9.417601,3.29616,19
1089796,1089.781,10.42101,2.82528,9.417601,3.45312,19
1089821,1089.805,10.5292,2.82528,9.417601,3.76704,19
1089845,1089.829,10.32363,2.98224,9.260641,3.45312,19
1089869,1089.853,10.60613,2.98224,9.57456,3.45312,19
1089929,1089.913,10.31885,3.1392,9.260641,3.29616,19
1089953,1089.937,10.42101,2.82528,9.417601,3.45312,19
1089978,1089.962,10.37006,2.82528,9.417601,3.29616,19
1090005,1089.989,10.32124,2.82528,9.417601,3.1392,19
1090030,1090.013,10.51281,2.82528,9.57456,3.29616,19
1090089,1090.073,10.38905,2.82528,9.260641,3.76704,19
1090113,1090.097,10.42101,2.82528,9.417601,3.45312,19
1090137,1090.121,10.37006,2.82528,9.417601,3.29616,19
1090160,1090.145,10.42101,2.82528,9.417601,3.45312,19
1090221,1090.205,10.27219,2.98224,9.260641,3.29616,19
1090245,1090.229,10.56307,2.82528,9.57456,3.45312,19
1090270,1090.253,10.37006,2.82528,9.417601,3.29616,19
1090294,1090.277,10.56307,2.82528,9.57456,3.45312,19
1090317,1090.301,10.45995,3.1392,9.417601,3.29616,19
1090377,1090.361,10.55607,2.98224,9.57456,3.29616,19
1090401,1090.385,10.46465,2.82528,9.57456,3.1392,19
1090425,1090.409,10.32363,2.98224,9.260641,3.45312,19
1090449,1090.433,10.32363,2.98224,9.260641,3.45312,19
1090473,1090.457,10.42101,2.82528,9.417601,3.45312,19
1090533,1090.517,10.47407,2.82528,9.417601,3.61008,19
1090556,1090.541,10.27938,2.82528,9.260641,3.45312,19
1090581,1090.565,10.27938,2.66832,9.417601,3.1392,19
1090605,1090.589,10.42101,2.82528,9.417601,3.45312,19
1090629,1090.613,10.27938,2.82528,9.260641,3.45312,19
1090688,1090.673,10.46466,2.98224,9.417601,3.45312,19
1090713,1090.697,10.32363,2.98224,9.260641,3.45312,19
1090737,1090.721,10.47407,2.82528,9.417601,3.61008,19
1090761,1090.745,10.22291,2.98224,9.260641,3.1392,19
1090785,1090.769,10.42101,2.82528,9.417601,3.45312,19
1090845,1090.829,10.42101,2.82528,9.417601,3.45312,19
1090869,1090.853,10.46465,2.82528,9.57456,3.1392,19
1090893,1090.877,10.09559,2.66832,9.103681,3.45312,19
1090917,1090.901,10.27938,2.82528,9.260641,3.45312,19
1091097,1091.081,10.46466,2.98224,9.417601,3.45312,19
1091121,1091.105,10.46466,2.98224,9.417601,3.45312,19
1091146,1091.129,10.3284,2.66832,9.417601,3.29616,19
1091168,1091.153,10.32363,2.98224,9.260641,3.45312,19
1091193,1091.177,10.51281,2.82528,9.57456,3.29616,19
1091252,1091.237,10.17823,2.82528,9.260641,3.1392,19
1091277,1091.261,10.41392,2.98224,9.417601,3.29616,19
1091302,1091.285,10.32363,2.98224,9.260641,3.45312,19
1091326,1091.309,10.32363,2.98224,9.260641,3.45312,19
1091349,1091.333,10.22773,2.82528,9.260641,3.29616,19
1091409,1091.393,10.41392,2.98224,9.417601,3.29616,19
1091433,1091.417,10.32363,2.98224,9.260641,3.45312,19
1091457,1091.441,10.37006,3.1392,9.260641,3.45312,19
1091482,1091.465,10.50812,2.98224,9.57456,3.1392,19
1091506,1091.489,10.56307,3.1392,9.417601,3.61008,19
1091564,1091.549,10.32363,2.98224,9.260641,3.45312,19
1091590,1091.573,10.32363,2.98224,9.260641,3.45312,19
1091613,1091.597,10.42101,2.82528,9.417601,3.45312,19
1091638,1091.621,10.42101,2.82528,9.417601,3.45312,19
1091697,1091.681,10.51749,2.98224,9.417601,3.61008,19
1091721,1091.705,10.51749,2.98224,9.417601,3.61008,19
1091745,1091.729,10.37006,2.82528,9.417601,3.29616,19
1091769,1091.753,10.51749,2.98224,9.417601,3.61008,19
1091793,1091.777,10.56307,2.82528,9.57456,3.45312,19
1091854,1091.837,10.46466,2.98224,9.417601,3.45312,19
1091877,1091.861,10.31885,3.1392,9.260641,3.29616,19
1091901,1091.885,10.51281,2.82528,9.57456,3.29616,19
1091926,1091.909,10.43282,2.98224,9.260641,3.76704,19
1091949,1091.933,10.45995,3.1392,9.417601,3.29616,19
1092010,1091.993,10.74804,0.62784,10.67328,1.09872,19
1092033,1092.017,10.29973,5.17968,8.789761,1.41264,19
1092058,1092.041,10.44698,1.5696,9.88848,2.98224,19
1092080,1092.065,14.62847,0.15696,12.24288,8.00496,19
1092106,1092.089,14.36763,0.7848001,11.45808,8.632801,19
1092166,1092.149,15.01329,0.47088,9.103681,11.92896,19
1092190,1092.173,12.64381,1.5696,9.103681,8.632801,19
1092214,1092.197,10.51632,-2.3544,4.7088,9.103681,19
1092237,1092.221,11.46668,-1.41264,4.7088,10.35936,19
1092298,1092.281,11.46023,-0.15696,6.74928,9.260641,19
1092322,1092.306,11.81795,-1.09872,8.475841,8.161921,19
1092345,1092.329,10.45877,-0.31392,7.848001,6.90624,19
1092369,1092.353,8.684017,-0.94176,6.90624,5.17968,19
1092393,1092.377,7.896508,-1.72656,4.23792,6.43536,19
1092454,1092.437,8.94672,-1.25568,-1.09872,8.789761,19
1092478,1092.461,9.36645,-1.25568,-0.62784,9.260641,19
1092501,1092.485,10.06749,-1.25568,1.41264,9.88848,19
1092526,1092.509,11.41715,-1.41264,2.04048,11.14416,19
1092549,1092.533,11.28148,-1.41264,2.82528,10.83024,19
1092609,1092.593,10.47524,-1.41264,3.61008,9.731521,19
1092634,1092.617,11.64153,-0.94176,4.55184,10.67328,19
1092660,1092.641,12.30811,-0.94176,4.39488,11.45808,19
1092685,1092.669,11.66372,-2.3544,2.51136,11.14416,19
1092725,1092.709,11.46668,-1.5696,2.19744,11.14416,19
1092761,1092.745,12.14794,-2.04048,2.19744,11.772,19
1092785,1092.769,11.11871,-2.04048,2.3544,10.67328,19
1092809,1092.793,10.98608,-1.09872,2.98224,10.51632,19
1092833,1092.817,12.0,-1.88352,2.3544,11.61504,19
1092893,1092.877,9.192552,-1.41264,1.5696,8.946721,19
1092917,1092.901,9.529426,-0.47088,2.19744,9.260641,19
1092941,1092.925,9.1334,-0.7848001,2.3544,8.789761,19
1092965,1092.949,9.376965,-0.94176,2.04048,9.103681,19
1092989,1092.973,8.506306,-1.25568,1.25568,8.31888,19
1093049,1093.033,6.294077,-1.25568,1.5696,5.96448,19
1093074,1093.057,7.737348,-0.7848001,2.19744,7.37712,19
1093097,1093.081,7.486515,-1.41264,2.04048,7.0632,19
1093121,1093.105,7.607299,-2.04048,1.25568,7.22016,19
1093145,1093.129,7.456839,-2.19744,0.94176,7.0632,19
1093205,1093.189,8.990672,-0.62784,0.62784,8.946721,19
1093229,1093.213,9.191212,-1.09872,0.62784,9.103681,19
1093253,1093.237,9.493161,-1.09872,0.47088,9.417601,19
1093277,1093.261,9.638673,-1.09872,0.15696,9.57456,19
1093337,1093.321,9.587417,-0.47088,0.15696,9.57456,19
1093361,1093.345,9.834769,-1.41264,0.15696,9.731521,19
1093386,1093.369,9.763115,-0.62784,0.47088,9.731521,19
1093409,1093.393,9.832264,-1.25568,0.62784,9.731521,19
1093433,1093.417,9.494459,-2.04048,0.47088,9.260641,19
1093600,1093.585,10.10779,-2.04048,-0.47088,9.88848,19
1093625,1093.609,10.94114,-2.66832,-1.41264,10.51632,19
1093650,1093.633,13.00876,-5.17968,0.31392,11.92896,19
1093673,1093.657,12.76887,-4.55184,0.15696,11.92896,19
1093697,1093.681,12.63699,-4.55184,-0.62784,11.772,19
1093757,1093.741,12.67592,-3.61008,-1.25568,12.08592,19
1093781,1093.765,11.96299,-3.76704,-1.09872,11.30112,19
1093805,1093.789,12.04815,-3.1392,-0.62784,11.61504,19
1093829,1093.813,12.17528,-2.3544,-0.62784,11.92896,19
1093890,1093.873,9.030317,-0.7848001,-0.94176,8.946721,19
1093913,1093.897,8.803763,-0.15696,0.47088,8.789761,19
1093937,1093.921,9.94438,0.47088,0.94176,9.88848,19
1093962,1093.945,8.957728,0.31392,0.31392,8.946721,19
1093985,1093.969,8.60994,-2.66832,-0.62784,8.161921,19
1094045,1094.029,7.082358,-0.94176,-1.25568,6.90624,19
1094069,1094.053,7.553675,-1.5696,-1.5696,7.22016,19
1094093,1094.077,8.506306,-1.25568,-1.25568,8.31888,19
1094118,1094.101,8.930183,-0.15696,-1.5696,8.789761,19
1094145,1094.129,8.883161,-0.47088,-2.04048,8.632801,19
1094205,1094.189,8.970096,-1.41264,-1.09872,8.789761,19
1094230,1094.213,9.863535,-1.88352,-2.82528,9.260641,19
1094253,1094.237,9.790833,-1.09872,-2.98224,9.260641,19
1094277,1094.261,9.350655,-0.62784,-2.04048,9.103681,19
1094337,1094.321,10.58753,-2.66832,-0.94176,10.2024,19
1094361,1094.345,9.863535,-3.29616,-1.88352,9.103681,19
1094386,1094.369,9.383532,0.15696,-2.82528,8.946721,19
1094409,1094.393,9.859787,-1.72656,-2.3544,9.417601,19
1094433,1094.417,9.750489,-3.29616,-2.04048,8.946721,19
1094493,1094.477,8.101327,-1.5696,-1.25568,7.848001,19
1094518,1094.501,10.65711,-3.1392,-4.86576,8.946721,19
1094541,1094.525,10.29016,-2.04048,-3.61008,9.417601,19
1094565,1094.549,10.43282,-1.09872,-3.1392,9.88848,19
1094589,1094.573,12.57347,-1.88352,-5.17968,11.30112,19
1094648,1094.633,10.59335,-2.3544,-2.98224,9.88848,19
1094674,1094.657,10.51281,-2.82528,-3.29616,9.57456,19
1094697,1094.681,10.51281,-2.82528,-3.29616,9.57456,19
1094721,1094.705,10.00243,-2.82528,-2.51136,9.260641,19
1094781,1094.765,9.879757,-1.41264,-3.1392,9.260641,19
1094805,1094.789,9.637396,-1.72656,-3.1392,8.946721,19
1094829,1094.813,9.988874,-2.04048,-3.1392,9.260641,19
1094854,1094.837,9.471077,-1.88352,-2.98224,8.789761,19
1094878,1094.861,9.235332,-2.04048,-3.45312,8.31888,19
1094937,1094.921,10.31288,-2.19744,-3.1392,9.57456,19
