Time (milliseconds),time,accelleration,x_accelleration,y_accelleration,z_accelleration,temperature
1094961,1094.945,10.61542,-3.29616,-2.66832,9.731521,19
1094985,1094.969,10.34032,-3.45312,-2.51136,9.417601,19
1095010,1094.993,10.13091,-2.82528,-2.98224,9.260641,19
1095049,1095.033,10.02212,-3.1392,-2.19744,9.260641,19
1095085,1095.069,9.70871,-2.3544,-3.76704,8.632801,19
1095110,1095.093,10.05157,-2.66832,-4.08096,8.789761,19
1095134,1095.117,10.8994,-2.82528,-3.61008,9.88848,19
1095159,1095.141,11.15521,-3.29616,-1.72656,10.51632,19
1095221,1095.205,11.37933,-2.82528,-3.76704,10.35936,19
1095247,1095.229,6.836324,-3.76704,0.7848001,5.65056,19
1095273,1095.257,12.266,-3.924,-3.29616,11.14416,19
1095297,1095.281,10.20844,-1.09872,-5.33664,8.632801,19
1095321,1095.305,13.29814,-2.3544,-5.02272,12.08592,19
1095381,1095.365,11.83982,-1.72656,-6.2784,9.88848,19
1095406,1095.389,4.111034,0.94176,-3.61008,-1.72656,19
1095429,1095.413,27.15771,-5.33664,-5.4936,26.05536,19
1095453,1095.437,8.578406,1.41264,-6.43536,5.4936,19
1095477,1095.461,7.460143,1.09872,-2.98224,6.74928,19
1095538,1095.521,10.80291,1.72656,-7.22016,7.848001,19
1095560,1095.545,10.59218,1.25568,-6.43536,8.31888,19
1095585,1095.569,8.379372,0.7848001,-5.4936,6.2784,19
1095609,1095.593,9.309727,1.09872,-5.96448,7.0632,19
1095670,1095.653,11.05649,2.51136,-6.43536,8.632801,19
1095692,1095.677,9.313695,2.66832,-5.65056,6.90624,19
1095716,1095.701,9.650169,3.1392,-5.96448,6.90624,19
1095741,1095.725,11.21029,2.19744,-7.53408,8.00496,19
1095766,1095.749,11.44948,2.19744,-7.37712,8.475841,19
1095824,1095.809,9.919575,2.04048,-6.12144,7.53408,19
1095850,1095.833,10.82569,2.66832,-6.59232,8.161921,18
1095873,1095.857,11.13642,2.66832,-6.90624,8.31888,18
1095898,1095.881,9.834768,2.04048,-5.33664,8.00496,18
1095922,1095.905,9.774463,3.45312,-5.80752,7.0632,18
1096104,1096.085,9.66165,3.45312,-5.80752,6.90624,18
1096128,1096.113,10.28058,3.1392,-6.43536,7.37712,18
1096152,1096.137,9.943141,3.1392,-6.59232,6.74928,18
1096177,1096.161,9.977768,3.29616,-5.65056,7.53408,18
1096201,1096.185,11.08765,3.924,-6.59232,8.00496,18
1096261,1096.245,9.390092,2.98224,-5.80752,6.74928,18
1096286,1096.269,9.799636,3.29616,-6.12144,6.90624,18
1096308,1096.293,9.636117,3.29616,-5.02272,7.53408,18
1096333,1096.317,9.969123,3.61008,-5.65056,7.37712,18
1096393,1096.377,10.40563,3.924,-5.80752,7.691041,18
1096416,1096.401,10.32959,3.29616,-6.43536,7.37712,18
1096441,1096.425,15.01657,1.72656,-2.19744,14.75424,18
1096465,1096.449,7.035241,0.31392,-2.82528,6.43536,18
1096489,1096.473,11.29458,4.55184,-6.90624,7.691041,18
1096548,1096.533,10.91973,3.76704,-6.59232,7.848001,18
1096573,1096.557,11.24539,4.55184,-5.33664,8.789761,18
1096597,1096.581,9.769421,3.76704,-5.17968,7.37712,18
1096621,1096.605,7.035242,2.51136,-4.23792,5.02272,18
1096645,1096.629,10.51749,2.04048,-2.3544,10.04544,18
1096704,1096.689,10.23134,3.76704,-5.80752,7.53408,18
1096729,1096.713,10.05157,4.08096,-5.02272,7.691041,18
1096753,1096.737,9.868529,3.924,-5.02272,7.53408,18
1096777,1096.761,10.40563,3.924,-5.80752,7.691041,18
1096816,1096.801,10.09681,3.76704,-4.86576,8.00496,18
1096854,1096.837,8.574098,3.45312,-4.7088,6.2784,19
1096877,1096.861,9.473678,3.61008,-5.17968,7.0632,19
1096901,1096.885,9.100974,4.23792,-4.39488,6.74928,19
1096925,1096.909,10.37481,3.76704,-5.17968,8.161921,19
1096985,1096.969,10.97486,5.02272,-4.23792,8.789761,19
1097009,1096.993,9.771942,4.39488,-5.33664,6.90624,19
1097033,1097.017,9.890971,3.61008,-4.55184,8.00496,19
1097057,1097.041,10.0172,3.45312,-5.17968,7.848001,19
1097080,1097.065,9.703633,2.98224,-4.86576,7.848001,19
1097141,1097.125,8.953602,4.08096,-4.23792,6.74928,19
1097166,1097.149,10.00859,3.29616,-5.02272,8.00496,19
1097189,1097.173,10.17338,3.76704,-5.02272,8.00496,19
1097214,1097.197,10.74804,3.45312,-4.55184,9.103681,19
1097236,1097.221,9.760591,3.61008,-8.31888,3.61008,19
1097297,1097.281,10.26979,3.924,-5.33664,7.848001,19
1097321,1097.305,10.57706,3.76704,-5.33664,8.31888,19
1097345,1097.329,9.950571,3.61008,-5.17968,7.691041,19
1097369,1097.353,10.92649,4.55184,-5.17968,8.475841,19
1097430,1097.413,9.884744,2.19744,-2.66832,9.260641,19
1097453,1097.437,8.858165,4.55184,-4.7088,5.96448,19
1097478,1097.461,9.804662,4.08096,-3.924,8.00496,19
1097501,1097.485,9.304432,3.76704,-4.23792,7.37712,19
1097525,1097.509,9.233998,4.08096,-3.76704,7.37712,19
1097586,1097.569,10.01105,4.39488,-4.39488,7.848001,19
1097610,1097.593,11.01631,4.08096,-5.4936,8.632801,19
1097637,1097.621,10.51163,3.924,-5.33664,8.161921,19
1097661,1097.645,10.52803,4.23792,-4.86576,8.31888,19
1097685,1097.669,10.98832,4.08096,-5.17968,8.789761,19
1097745,1097.729,8.170971,2.66832,-4.7088,6.12144,19
1097769,1097.753,9.500943,3.76704,-4.39488,7.53408,19
1097793,1097.777,10.00612,3.76704,-4.39488,8.161921,19
1097818,1097.801,13.72211,5.17968,-12.08592,3.924,19
1097841,1097.825,10.37125,4.08096,-5.17968,8.00496,19
1097901,1097.885,10.19274,4.23792,-4.39488,8.161921,19
1097925,1097.909,9.868528,4.08096,-4.08096,8.00496,19
1097949,1097.933,10.07238,4.08096,-4.55184,8.00496,19
1097974,1097.957,9.877263,4.08096,-4.39488,7.848001,19
1098033,1098.017,9.88848,3.45312,-4.08096,8.31888,19
1098057,1098.041,10.06749,4.39488,-4.23792,8.00496,19
1098082,1098.065,10.4517,3.924,-4.39488,8.632801,19
1098105,1098.089,10.19395,3.924,-4.39488,8.31888,19
1098130,1098.113,6.94537,1.41264,-2.19744,6.43536,19
1098189,1098.173,10.73083,3.924,-5.02272,8.632801,19
1098214,1098.197,10.11022,3.45312,-4.86576,8.161921,19
1098237,1098.221,9.57456,3.76704,-4.55184,7.53408,19
1098262,1098.245,9.688388,3.924,-4.39488,7.691041,19
1098285,1098.269,10.00982,3.924,-4.55184,8.00496,19
1098345,1098.329,10.13578,3.924,-4.55184,8.161921,19
1098369,1098.353,9.180483,4.23792,-3.76704,7.22016,19
1098392,1098.377,9.154954,3.924,-4.55184,6.90624,19
1098417,1098.401,10.13821,4.7088,-5.33664,7.22016,19
1098441,1098.425,9.424138,3.76704,-3.61008,7.848001,19
1098609,1098.593,11.12978,4.39488,-3.1392,9.731521,19
1098633,1098.617,9.993805,2.82528,-6.12144,7.37712,19
1098657,1098.641,7.829143,1.88352,-4.7088,5.96448,19
1098682,1098.665,9.872273,2.51136,-4.39488,8.475841,19
1098705,1098.689,10.13821,2.82528,-3.45312,9.103681,19
1098765,1098.749,8.914997,3.924,-3.76704,7.0632,19
1098789,1098.773,11.18058,3.61008,-5.65056,8.946721,19
1098814,1098.797,10.29256,3.45312,-4.7088,8.475841,19
1098837,1098.821,10.53154,3.924,-4.86576,8.475841,19
1098898,1098.881,10.27579,2.98224,-4.7088,8.632801,18
1098921,1098.905,10.49404,3.45312,-4.86576,8.632801,18
1098945,1098.929,9.6833,3.61008,-4.08096,8.00496,18
1098968,1098.953,9.957996,2.82528,-4.08096,8.632801,18
1098994,1098.977,9.868529,2.98224,-4.08096,8.475841,18
1099053,1099.037,10.15399,3.45312,-4.08096,8.632801,18
1099078,1099.061,11.0219,2.98224,-5.17968,9.260641,18
1099102,1099.085,9.778243,2.66832,-4.08096,8.475841,18
1099126,1099.109,12.09611,2.98224,-5.17968,10.51632,18
1099148,1099.133,10.02703,2.82528,-4.55184,8.475841,18
1099210,1099.193,9.668023,3.61008,-4.86576,7.53408,18
1099233,1099.217,10.17459,3.29616,-3.924,8.789761,18
1099258,1099.241,10.38905,3.29616,-3.76704,9.103681,18
1099280,1099.265,10.19395,3.924,-4.39488,8.31888,18
1099306,1099.289,10.21809,3.45312,-4.23792,8.632801,18
1099365,1099.349,10.75033,3.29616,-3.61008,9.57456,18
1099392,1099.373,10.61542,3.45312,-4.55184,8.946721,18
1099417,1099.401,9.838526,3.45312,-3.61008,8.475841,18
1099441,1099.425,8.786957,3.45312,-3.29616,7.37712,18
1099501,1099.485,10.47524,2.98224,-4.23792,9.103681,18
1099525,1099.509,10.33913,2.98224,-4.23792,8.946721,18
1099550,1099.534,9.784539,2.82528,-4.86576,8.00496,18
1099573,1099.557,10.29375,2.98224,-5.02272,8.475841,18
1099597,1099.581,9.60667,2.98224,-3.76704,8.31888,18
1099657,1099.641,9.851039,2.66832,-3.924,8.632801,18
1099681,1099.665,9.859788,2.51136,-3.29616,8.946721,18
1099706,1099.689,9.779503,2.66832,-4.39488,8.31888,18
1099729,1099.713,10.32243,2.66832,-4.7088,8.789761,18
1099753,1099.737,9.471077,2.19744,-3.61008,8.475841,18
1099813,1099.797,9.933226,2.19744,-4.39488,8.632801,18
1099837,1099.821,9.464571,2.51136,-4.08096,8.161921,18
1099862,1099.845,10.24938,2.82528,-5.02272,8.475841,18
1099885,1099.869,9.91709,3.1392,-4.08096,8.475841,18
1099944,1099.929,9.859787,2.51136,-5.17968,8.00496,18
1099969,1099.953,9.283226,2.51136,-4.55184,7.691041,18
1099993,1099.977,8.959104,2.3544,-4.23792,7.53408,18
1100017,1100.001,9.318984,2.19744,-3.924,8.161921,18
1100041,1100.025,9.587417,2.66832,-4.55184,8.00496,18
1100101,1100.085,9.569413,2.3544,-3.76704,8.475841,18
1100125,1100.109,10.02703,2.82528,-4.55184,8.475841,18
1100149,1100.133,10.32721,2.66832,-4.08096,9.103681,18
1100174,1100.157,9.482775,2.66832,-2.3544,8.789761,18
1100196,1100.181,9.764377,2.04048,-4.08096,8.632801,18
1100257,1100.241,10.81203,2.3544,-5.33664,9.103681,18
1100281,1100.265,10.54673,3.61008,-4.86576,8.632801,18
1100304,1100.289,11.362,3.45312,-5.33664,9.417601,18
1100330,1100.313,11.41716,2.98224,-4.86576,9.88848,18
1100353,1100.337,9.763115,2.04048,-4.39488,8.475841,18
1100413,1100.397,9.494458,2.3544,-3.924,8.31888,18
1100437,1100.421,10.17338,2.19744,-5.17968,8.475841,18
1100461,1100.445,11.132,2.82528,-5.4936,9.260641,18
1100484,1100.469,9.809687,2.51136,-4.55184,8.31888,18
1100545,1100.529,10.46936,2.66832,-5.02272,8.789761,18
1100569,1100.553,111.7681,-79.73568,77.69521,9.88848,18
1100593,1100.577,38.55277,21.9744,25.58448,18.67824,18
1100616,1100.601,68.46066,38.61216,-13.3416,54.936,18
1100641,1100.625,29.73056,15.22512,-2.3544,25.42752,18
1100701,1100.685,7.70704,1.41264,-4.86576,5.80752,18
1100725,1100.709,7.313393,1.72656,-0.7848001,7.0632,18
1100748,1100.733,14.7926,8.789761,1.72656,11.772,18
1100773,1100.757,13.45926,9.731521,-3.45312,8.632801,18
1100797,1100.781,16.36379,10.04544,-5.96448,11.45808,18
1100859,1100.841,10.86658,6.59232,-3.61008,7.848001,19
1100885,1100.869,10.96251,7.37712,-2.04048,7.848001,19
1100909,1100.893,12.15199,8.946721,-3.29616,7.53408,19
1100933,1100.917,11.20589,8.161921,-5.02272,5.80752,19
1101113,1101.097,8.758874,5.80752,-4.86576,4.39488,19
1101137,1101.121,8.796765,6.12144,-5.65056,2.82528,19
1101162,1101.145,10.61426,8.00496,-5.65056,4.08096,19
1101185,1101.169,11.67639,8.946721,-4.55184,5.96448,19
1101209,1101.193,9.824743,7.22016,-4.86576,4.55184,19
1101269,1101.253,9.698554,6.43536,-4.55184,5.65056,19
1101292,1101.277,9.503536,6.43536,-5.02272,4.86576,19
1101318,1101.301,9.564262,5.96448,-5.80752,4.7088,19
1101340,1101.325,9.130703,5.33664,-5.96448,4.39488,19
1101365,1101.349,9.090139,5.4936,-6.2784,3.61008,19
1101426,1101.41,8.87067,6.2784,-5.80752,2.3544,19
1101450,1101.433,7.085836,5.17968,-4.7088,1.09872,19
1101472,1101.457,7.160198,5.33664,-4.23792,2.19744,19
1101497,1101.481,7.938516,6.12144,-4.08096,2.98224,19
1101521,1101.505,9.892217,8.161921,-4.39488,3.45312,19
1101583,1101.566,10.85297,9.103681,-5.65056,1.72656,19
1101609,1101.593,14.61415,11.30112,1.72656,-9.103681,19
1101633,1101.617,12.1601,10.67328,-2.66832,5.17968,19
1101657,1101.641,8.133194,7.22016,-2.04048,3.1392,19
1101718,1101.701,8.942589,7.691041,-3.45312,2.98224,19
1101741,1101.725,11.95475,9.88848,-5.33664,4.08096,19
1101765,1101.749,11.37283,9.260641,-6.2784,2.04048,19
1101789,1101.773,8.513543,6.74928,-5.17968,-0.31392,19
1101813,1101.797,8.060167,6.90624,-4.08096,0.7848001,19
1101874,1101.857,7.732571,6.74928,-2.66832,2.66832,18
1101897,1101.881,6.778419,5.96448,-2.3544,2.19744,18
1101921,1101.905,6.0506,5.17968,-2.98224,0.94176,18
1101945,1101.929,7.221866,5.96448,-3.61008,1.88352,18
1101970,1101.953,9.696013,8.789761,-4.08096,-0.31392,18
1102030,1102.013,8.000342,7.37712,-1.5696,2.66832,18
1102052,1102.037,8.813553,7.848001,-2.04048,3.45312,18
1102077,1102.061,10.4517,8.632801,-3.924,4.39488,18
1102102,1102.085,9.615642,7.691041,-4.08096,4.08096,18
1102124,1102.109,8.669821,6.74928,-4.55184,2.98224,18
1102186,1102.169,9.864784,7.848001,-5.17968,2.98224,18
1102210,1102.193,10.2217,8.161921,-4.86576,3.76704,18
1102234,1102.217,10.15278,7.848001,-4.7088,4.39488,18
1102257,1102.241,10.46936,8.161921,-4.39488,4.86576,18
1102318,1102.301,12.46721,10.2024,-3.45312,6.2784,18
1102342,1102.325,12.60185,10.2024,-2.19744,7.0632,18
1102366,1102.349,12.3051,10.04544,-0.7848001,7.0632,18
1102388,1102.373,11.19269,9.260641,-0.31392,6.2784,18
1102413,1102.397,10.72279,8.946721,-1.09872,5.80752,18
1102473,1102.457,10.82342,8.632801,-1.09872,6.43536,18
1102498,1102.481,12.6165,9.57456,-0.94176,8.161921,18
1102521,1102.505,13.23872,9.88848,-0.47088,8.789761,18
1102545,1102.529,13.0097,9.731521,-0.15696,8.632801,18
1102570,1102.553,12.22677,9.103681,0.0,8.161921,18
1102630,1102.613,10.79607,8.632801,-0.7848001,6.43536,18
1102654,1102.637,10.30452,8.475841,-0.7848001,5.80752,18
1102677,1102.661,10.35103,8.475841,-1.25568,5.80752,18
1102701,1102.685,10.04789,8.161921,-2.04048,5.4936,18
1102764,1102.745,9.819727,8.161921,-1.72656,5.17968,18
1102788,1102.773,9.923299,8.00496,-1.5696,5.65056,18
1102813,1102.797,10.49756,8.161921,-2.04048,6.2784,18
1102837,1102.821,10.1297,7.848001,-1.88352,6.12144,18
1102861,1102.845,11.42578,8.946721,-0.7848001,7.0632,18
1102921,1102.905,11.26728,8.789761,-1.41264,6.90624,18
1102945,1102.929,10.68827,8.475841,-1.72656,6.2784,18
1102969,1102.953,11.00624,8.789761,-1.5696,6.43536,18
1102993,1102.977,12.38791,9.88848,-1.88352,7.22016,18
1103018,1103.001,12.65549,10.04544,-2.19744,7.37712,18
1103077,1103.061,11.77095,9.731521,-3.45312,5.65056,18
1103102,1103.085,9.082005,7.53408,-1.88352,4.7088,18
1103125,1103.109,9.909635,8.00496,-0.62784,5.80752,18
1103149,1103.133,11.03419,8.475841,0.15696,7.0632,18
1103172,1103.157,11.25525,8.632801,-0.15696,7.22016,18
1103233,1103.217,12.46721,9.731521,-1.25568,7.691041,18
1103257,1103.241,12.7997,10.2024,-1.72656,7.53408,18
1103282,1103.265,13.59042,10.9872,-2.19744,7.691041,18
1103305,1103.289,10.79378,8.946721,-2.82528,5.33664,18
1103365,1103.349,11.46668,9.417601,-3.29616,5.65056,18
1103389,1103.373,12.63991,10.2024,-2.82528,6.90624,18
1103413,1103.397,12.90608,10.35936,-2.66832,7.22016,18
1103437,1103.421,13.51407,10.67328,-2.66832,7.848001,18
1103461,1103.445,13.30462,10.51632,-2.19744,7.848001,18
1103628,1103.613,9.756804,9.731521,0.31392,-0.62784,18
1103654,1103.637,10.37718,10.2024,-0.7848001,-1.72656,18
1103677,1103.661,7.543883,7.37712,-1.5696,-0.15696,18
1103701,1103.685,6.830917,6.74928,-0.47088,-0.94176,18
1103760,1103.745,6.821895,6.43536,-1.88352,-1.25568,18
1103785,1103.769,6.712679,6.43536,-1.88352,-0.31392,18
1103809,1103.793,7.448575,6.59232,-3.45312,0.31392,18
1103833,1103.817,8.645633,6.90624,-5.17968,0.47088,18
1103857,1103.841,8.903936,6.74928,-5.80752,0.0,18
1103917,1103.901,10.34865,8.31888,-5.80752,2.04048,18
1103941,1103.925,16.30648,10.83024,-10.04544,-6.90624,18
1103965,1103.949,7.678216,5.02272,-5.4936,-1.88352,18
1103989,1103.973,7.576471,5.02272,-5.4936,-1.41264,18
1104013,1103.997,9.718854,7.691041,-5.80752,1.25568,18
1104073,1104.057,9.134749,6.43536,-6.43536,0.7848001,18
1104097,1104.081,11.37283,8.632801,-7.37712,0.62784,18
1104121,1104.105,13.70145,10.9872,-8.161921,0.62784,18
1104146,1104.129,13.11908,10.04544,-8.31888,-1.41264,18
1104168,1104.153,9.688388,6.2784,-6.74928,-2.98224,18
1104230,1104.213,15.48186,10.67328,-11.14416,1.25568,18
1104255,1104.237,15.85607,10.04544,-12.24288,-0.7848001,18
1104283,1104.265,17.71007,9.88848,-13.96944,-4.55184,18
1104310,1104.293,18.78543,11.30112,-14.44032,-4.08096,18
1104369,1104.353,9.052116,8.00496,-4.08096,-1.09872,18
1104395,1104.377,12.85252,9.103681,-7.848001,-4.55184,18
1104421,1104.405,13.01444,9.260641,-7.0632,-5.80752,18
1104445,1104.429,11.56189,5.4936,-6.2784,-8.00496,18
1104470,1104.453,7.932305,4.23792,-3.61008,-5.65056,18
1104530,1104.513,5.875003,3.924,-4.08096,-1.5696,18
1104558,1104.541,10.50343,8.946721,-5.4936,-0.31392,18
1104581,1104.565,8.069332,4.86576,0.15696,-6.43536,18
1104605,1104.589,9.884743,2.19744,1.09872,-9.57456,18
1104666,1104.65,4.832737,1.5696,-1.25568,-4.39488,18
1104693,1104.677,5.764943,5.17968,-2.19744,-1.25568,18
1104717,1104.701,8.199564,8.161921,-0.7848001,0.0,18
1104741,1104.725,9.79209,7.53408,-1.88352,-5.96448,18
1104765,1104.749,9.249993,8.789761,-1.41264,-2.51136,18
1104825,1104.809,13.39045,12.39984,-4.08096,-2.98224,18
1104849,1104.833,12.33809,11.45808,-2.3544,-3.924,18
1104873,1104.857,10.59102,9.731521,-2.3544,-3.45312,18
1104897,1104.881,10.11022,8.946721,-3.76704,-2.82528,18
1104922,1104.905,9.467175,8.632801,-2.66832,-2.82528,18
1104981,1104.965,8.237037,6.43536,-2.66832,-4.39488,18
1105006,1104.989,7.620243,5.17968,-3.45312,-4.39488,18
1105029,1105.013,7.504593,6.43536,-1.72656,-3.45312,18
1105055,1105.037,8.565474,6.90624,-1.41264,-4.86576,18
1105094,1105.077,10.51046,8.789761,-2.82528,-5.02272,18
1105129,1105.113,11.38582,10.2024,-2.19744,-4.55184,18
1105153,1105.137,12.02564,10.51632,-2.3544,-5.33664,18
1105177,1105.161,11.68061,10.2024,-2.66832,-5.02272,18
1105200,1105.185,11.89794,9.88848,-2.51136,-6.12144,18
1105261,1105.245,10.53972,9.103681,-1.72656,-5.02272,18
1105285,1105.269,10.20723,9.103681,-3.76704,-2.66832,18
1105310,1105.293,9.446333,8.946721,-2.82528,-1.09872,18
1105334,1105.317,10.52686,10.51632,-0.47088,0.0,18
1105358,1105.341,13.37848,13.3416,-0.31392,-0.94176,18
1105418,1105.401,11.36742,11.30112,-0.7848001,-0.94176,18
1105441,1105.425,8.682599,8.475841,0.0,-1.88352,18
1105465,1105.449,7.71822,6.74928,-2.04048,-3.1392,18
1105489,1105.473,7.328537,6.2784,-2.51136,-2.82528,18
1105513,1105.497,7.773879,7.37712,-1.5696,-1.88352,18
1105574,1105.557,11.26728,10.35936,-1.72656,-4.08096,18
1105598,1105.581,11.0832,9.88848,-3.29616,-3.76704,18
1105622,1105.605,10.05525,9.103681,-3.45312,-2.51136,18
1105646,1105.629,8.588452,8.161921,-1.72656,-2.04048,18
1105706,1105.689,7.70704,6.74928,-1.72656,-3.29616,18
1105730,1105.713,8.860945,8.00496,-2.98224,-2.3544,18
1105753,1105.737,11.69958,10.67328,-4.08096,-2.51136,18
1105778,1105.761,13.17156,11.772,-4.55184,-3.76704,18
1105802,1105.785,13.47116,12.24288,-3.29616,-4.55184,18
1105860,1105.845,12.03383,10.83024,-4.08096,-3.29616,18
1105885,1105.869,10.18911,8.946721,-2.66832,-4.08096,18
1105909,1105.893,7.905862,6.2784,-2.98224,-3.76704,18
1105934,1105.917,8.895632,6.59232,-5.96448,-0.31392,18
1106113,1106.097,9.248661,6.2784,-5.65056,-3.76704,18
1106138,1106.121,8.201066,4.86576,-5.80752,-3.1392,18
1106161,1106.145,8.719408,5.96448,-6.12144,-1.72656,18
1106190,1106.169,8.443807,5.4936,-5.96448,-2.3544,18
1106212,1106.197,8.012651,5.17968,-5.33664,-2.98224,18
1106273,1106.257,9.056198,5.96448,-6.59232,-1.72656,18
1106297,1106.281,9.431977,6.43536,-6.74928,-1.41264,18
1106321,1106.305,9.160334,5.33664,-7.0632,-2.3544,18
1106344,1106.329,10.31049,7.0632,-7.37712,-1.41264,18
1106369,1106.353,11.72167,9.103681,-7.37712,0.31392,18
1106429,1106.413,11.27712,9.260641,-6.43536,0.0,18
1106453,1106.437,11.67639,9.57456,-6.59232,1.09872,18
1106476,1106.461,9.434589,6.59232,-6.74928,0.0,18
1106501,1106.485,8.945343,5.65056,-6.90624,-0.62784,18
1106525,1106.509,10.89601,7.37712,-8.00496,0.47088,18
1106585,1106.569,16.51664,13.3416,-9.731521,0.31392,18
1106609,1106.593,9.923299,9.417601,0.94176,2.98224,18
1106633,1106.617,10.29256,9.103681,-4.7088,-0.94176,18
1106657,1106.641,10.7159,9.103681,-5.65056,-0.15696,18
1106718,1106.701,11.3033,7.691041,-8.161921,-1.41264,18
1106740,1106.725,10.3284,7.0632,-7.53408,-0.15696,18
1106765,1106.749,9.277916,7.22016,-5.80752,-0.47088,18
1106789,1106.773,7.357056,6.12144,-4.08096,0.0,18
1106814,1106.797,7.038742,4.55184,-4.23792,-3.29616,18
1106873,1106.857,7.986473,5.33664,-5.80752,-1.25568,18
1106897,1106.881,7.367095,5.17968,-5.17968,-0.7848001,18
1106921,1106.905,8.587018,6.59232,-5.4936,0.31392,18
1106945,1106.929,9.894707,7.22016,-6.74928,-0.47088,18
1106969,1106.953,13.23127,9.88848,-8.789761,-0.15696,18
1107029,1107.013,11.132,8.946721,-6.43536,-1.5696,18
1107053,1107.037,9.494458,8.31888,-4.55184,0.47088,18
1107077,1107.061,8.83728,8.00496,-2.04048,3.1392,18
1107101,1107.085,15.06653,11.772,-7.848001,5.17968,18
1107124,1107.109,12.91849,10.51632,-5.96448,4.55184,18
1107185,1107.169,11.87618,10.04544,-4.7088,4.23792,18
1107209,1107.193,12.05428,10.04544,-4.86576,4.55184,18
1107233,1107.217,11.18829,8.789761,-5.80752,3.76704,18
1107257,1107.241,10.23615,7.848001,-5.02272,4.23792,18
1107317,1107.301,8.974216,7.848001,-1.88352,3.924,18
1107340,1107.325,7.085836,5.33664,-3.29616,3.29616,18
1107365,1107.349,9.490566,6.2784,-4.7088,5.33664,18
1107388,1107.373,7.84329,6.12144,3.1392,3.76704,18
1107413,1107.397,9.077935,6.90624,-3.924,4.39488,18
1107474,1107.457,9.315018,5.80752,-4.39488,5.80752,18
1107497,1107.481,8.926044,5.4936,-4.39488,5.4936,18
1107520,1107.505,10.17944,6.74928,-4.08096,6.43536,18
1107545,1107.529,10.26259,7.0632,-4.23792,6.12144,18
1107569,1107.553,12.61357,9.260641,-5.65056,6.43536,18
1107630,1107.613,11.7101,7.37712,-3.29616,8.475841,18
1107657,1107.641,12.18843,10.2024,-2.98224,5.96448,18
1107681,1107.665,12.54208,9.57456,-4.7088,6.59232,18
1107705,1107.689,9.199248,5.80752,-5.4936,4.55184,18
1107729,1107.713,8.661292,5.33664,-2.66832,6.2784,18
1107789,1107.773,9.244664,5.65056,-4.23792,5.96448,18
1107813,1107.797,7.981844,4.86576,-3.1392,5.4936,18
1107837,1107.821,8.574098,6.2784,-3.45312,4.7088,18
1107861,1107.845,8.908085,7.22016,-3.76704,3.61008,18
1107885,1107.869,8.465661,6.59232,-4.39488,2.98224,18
1107945,1107.929,10.91521,8.789761,-4.08096,5.02272,18
1107969,1107.953,10.49052,7.691041,-5.4936,4.55184,18
1107993,1107.977,8.803763,6.43536,-5.65056,2.04048,18
1108017,1108.001,9.068432,6.74928,-5.17968,3.1392,18
1108077,1108.061,9.854788,8.00496,-4.7088,3.29616,18
1108101,1108.085,10.94902,8.789761,-5.80752,2.98224,18
1108126,1108.109,11.41931,9.417601,-5.80752,2.82528,18
1108150,1108.133,11.57361,10.04544,-4.7088,3.29616,18
1108172,1108.157,10.49287,9.731521,-2.3544,3.1392,18
1108233,1108.217,10.69634,9.731521,-4.39488,0.62784,18
1108257,1108.241,10.79949,9.88848,-4.23792,0.94176,18
1108282,1108.265,11.09542,10.2024,-3.76704,2.19744,18
1108304,1108.289,10.00982,9.260641,-2.3544,2.98224,18
1108329,1108.313,9.720122,8.946721,-2.98224,2.3544,18
1108389,1108.373,12.40481,11.14416,-3.61008,4.08096,18
1108414,1108.397,10.23615,8.789761,-3.29616,4.08096,18
1108436,1108.421,10.01351,8.475841,-3.61008,3.924,18
1108461,1108.445,8.862335,7.53408,-3.1392,3.45312,18
1108485,1108.469,7.95092,6.59232,-2.98224,3.29616,18
1108652,1108.637,10.72624,8.31888,-4.7088,4.86576,18
1108677,1108.661,10.42219,8.31888,-3.76704,5.02272,18
1108701,1108.685,13.0097,10.51632,-5.33664,5.4936,18
1108726,1108.709,14.08885,11.14416,-7.22016,4.7088,18
1108785,1108.769,12.3361,10.04544,-3.1392,6.43536,18
1108810,1108.793,16.4239,13.96944,-2.82528,8.161921,18
1108833,1108.817,16.37282,13.49856,-1.72656,9.103681,18
1108857,1108.841,12.02051,10.04544,-2.04048,6.2784,18
1108881,1108.865,9.001626,7.53408,-2.51136,4.23792,18
1108941,1108.925,9.281898,7.53408,-2.04048,5.02272,18
1108966,1108.949,8.568349,6.90624,-1.88352,4.7088,18
1108990,1108.973,8.774331,6.90624,-1.5696,5.17968,18
1109015,1108.997,9.079291,7.0632,-0.7848001,5.65056,18
1109036,1109.021,7.94317,6.12144,-0.62784,5.02272,18
1109098,1109.081,7.986474,5.96448,-2.98224,4.39488,18
1109121,1109.105,8.047932,6.12144,-2.82528,4.39488,18
1109146,1109.129,7.87933,5.96448,-3.1392,4.08096,18
1109168,1109.153,7.938516,6.12144,-2.98224,4.08096,18
1109194,1109.177,9.57456,7.53408,-3.76704,4.55184,18
1109253,1109.237,9.790833,7.37712,-4.55184,4.55184,18
1109278,1109.261,10.47524,8.00496,-3.45312,5.80752,18
1109301,1109.285,11.58105,9.103681,-4.39488,5.65056,18
1109325,1109.309,12.72151,10.2024,-4.7088,5.96448,18
1109385,1109.369,12.52734,11.30112,-2.3544,4.86576,18
